lat,lon,rainfall_mm_per_day,elevation_m,slope_percent,soil_type,built_up_percentage,distance_to_water_body_km,drainage_density,sar_backscatter_coefficient,surface_roughness_index,moisture_index,flood_risk_score,flood_risk_category
31.188282,75.835891,166.08,420.4,24.55,loamy,53.55,8.67,2.37,-2.96,0.476,0.079,0.307,Low
31.085722,75.800841,270.14,400.23,20.33,loamy,12.03,7.57,0.86,-0.39,0.972,0.808,0.48,Medium
30.96935,75.995312,130.62,498.63,18.82,clay,25.79,9.11,4.57,-23.32,0.388,0.397,0.236,Low
30.91048,75.783263,262.04,393.28,18.69,loamy,41.96,4.14,0.74,-10.3,0.758,0.94,0.592,Medium
31.025074,75.640396,85.83,267.82,10.32,loamy,38.3,4.86,3.04,-24.06,0.275,0.144,0.222,Low
31.077465,75.615513,266.87,165.75,7.13,clay,92.08,8.97,0.1,-4.57,0.303,0.28,0.757,High
31.078473,75.639287,260.67,67.19,29.23,loamy,82.58,2.69,2.08,-8.86,0.188,0.211,0.667,High
31.096378,75.903797,260.16,410.51,15.46,sandy,31.11,5.07,0.68,-3.72,0.879,0.029,0.368,Medium
31.133172,75.934791,74.85,228.22,27.54,clay,27.4,8.24,2.53,-9.11,0.124,0.031,0.204,Low
31.037617,75.671033,261.14,293.44,10.49,sandy,89.45,7.49,3.44,-17.87,0.387,0.163,0.592,Medium
31.185967,75.942844,194.21,338.85,8.07,loamy,2.01,7.8,3.84,-24.78,0.912,0.647,0.323,Low
30.803385,75.700956,241.53,152.73,29.01,loamy,42.38,3.76,1.74,-18.7,0.467,0.677,0.522,Medium
30.958861,75.640925,153.45,331.18,25.3,sandy,64.73,6.09,1.49,-22.3,0.064,0.988,0.488,Medium
31.144597,75.704459,213.33,446.19,8.96,sandy,76.55,9.0,4.03,-4.94,0.6,0.661,0.607,Medium
31.088513,75.86216,299.24,129.71,12.56,sandy,3.53,7.08,2.86,-20.25,0.727,0.222,0.401,Medium
31.113959,75.962611,201.56,253.66,25.36,clay,87.65,1.81,0.49,-21.8,0.259,0.808,0.748,High
30.873227,75.871885,100.69,44.65,10.66,clay,30.71,7.88,1.66,-18.49,0.294,0.851,0.461,Medium
31.146557,75.83343,283.29,35.61,26.68,loamy,86.75,3.82,1.49,-23.65,0.854,0.137,0.639,Medium
30.963677,75.827761,271.99,228.79,9.49,clay,77.89,4.88,3.16,-20.58,0.634,0.005,0.611,Medium
31.104477,75.667442,229.35,244.79,22.91,sandy,61.45,6.33,2.02,-0.87,0.383,0.038,0.407,Medium
30.949241,75.605631,96.66,416.61,5.72,loamy,62.67,2.49,3.47,-16.39,0.129,0.384,0.33,Low
30.866808,75.929538,89.46,145.41,21.83,loamy,33.78,8.88,4.98,-16.43,0.901,0.359,0.224,Low
31.179234,75.967282,121.02,114.21,21.82,sandy,73.41,5.9,0.84,-15.84,0.651,0.037,0.362,Medium
30.902316,75.813893,14.58,497.34,19.86,loamy,1.97,6.9,2.08,-15.49,0.547,0.474,0.081,Low
31.078077,75.852125,90.33,330.83,19.87,sandy,60.56,1.37,4.15,-22.38,0.719,0.118,0.227,Low
30.842505,75.679459,59.92,131.5,15.69,sandy,70.34,2.95,0.2,-12.59,0.208,0.933,0.486,Medium
30.801095,75.868653,272.06,417.62,20.07,sandy,9.01,5.12,3.62,-22.47,0.256,0.231,0.332,Medium
30.918409,75.785711,29.94,87.35,1.18,sandy,80.16,3.13,3.69,-22.63,0.758,0.046,0.296,Low
31.065342,75.668205,107.26,218.86,18.65,clay,9.3,8.15,0.91,-14.98,0.962,0.272,0.271,Low
31.140269,75.91996,194.65,398.45,3.39,loamy,5.86,9.42,0.8,-14.6,0.591,0.802,0.404,Medium
30.872504,75.7519,107.58,14.41,20.53,clay,97.34,1.31,4.6,-22.18,0.411,0.046,0.418,Medium
30.925695,75.881827,203.38,383.76,17.3,loamy,97.79,6.7,1.69,-11.92,0.701,0.095,0.545,Medium
30.899431,75.7383,202.89,192.44,25.17,loamy,98.78,0.55,3.22,-21.08,0.849,0.852,0.728,High
30.829946,75.796659,72.27,485.07,1.51,sandy,64.33,4.03,1.17,-13.52,0.801,0.448,0.346,Medium
30.978827,75.647483,149.21,326.69,3.08,loamy,55.71,0.0,0.45,-9.89,0.619,0.305,0.427,Medium
30.88274,75.86859,285.11,181.67,1.63,sandy,45.45,5.6,3.1,-13.17,0.657,0.716,0.579,Medium
31.103728,75.688699,102.41,414.94,28.93,sandy,52.2,7.02,0.23,-20.9,0.14,0.717,0.349,Medium
30.842785,75.844341,56.26,465.11,11.79,loamy,78.14,7.17,0.54,-14.64,0.927,0.837,0.4,Medium
31.108858,75.780202,197.54,478.1,4.04,loamy,53.04,0.49,4.68,-4.03,0.483,0.508,0.462,Medium
30.870881,75.831422,219.15,64.19,11.62,loamy,88.27,5.04,1.92,-0.51,0.916,0.762,0.761,High
31.185437,75.988197,135.85,66.69,12.38,clay,74.84,2.99,3.51,-3.48,0.712,0.936,0.637,Medium
30.880356,75.849667,87.17,172.65,20.17,clay,65.01,9.58,2.52,-7.64,0.322,0.115,0.328,Low
30.992148,75.828255,200.15,208.74,22.44,clay,28.59,8.47,4.04,-11.93,0.025,0.145,0.357,Medium
30.879961,75.900074,48.28,143.31,7.52,clay,69.06,2.95,3.77,-24.19,0.814,0.102,0.329,Low
31.095797,75.945937,222.72,280.64,7.13,clay,79.88,2.88,3.32,-1.84,0.388,0.957,0.824,High
30.925062,75.82085,3.89,125.67,18.62,clay,87.01,8.3,4.56,-7.38,0.648,0.755,0.423,Medium
31.041355,75.910459,289.29,147.09,5.32,loamy,18.7,1.74,2.57,-15.57,0.429,0.557,0.519,Medium
31.033594,75.702006,99.17,354.84,4.64,sandy,32.26,0.51,4.66,-9.61,0.662,0.491,0.318,Low
30.943234,75.913613,95.36,109.98,5.52,sandy,50.51,4.16,2.69,-22.7,0.221,0.213,0.308,Low
30.944319,75.687378,225.8,265.25,29.9,clay,98.11,0.09,3.34,-13.86,0.904,0.614,0.735,High
31.183559,75.873021,96.28,457.97,28.35,sandy,54.02,2.83,4.56,-4.45,0.375,0.803,0.355,Medium
30.817541,75.959313,57.75,256.95,28.45,sandy,95.63,5.38,0.04,-23.36,0.67,0.774,0.446,Medium
30.969684,75.641571,161.33,351.37,29.29,clay,64.66,9.4,3.73,-21.16,0.459,0.332,0.345,Medium
30.821707,75.917686,167.43,287.48,6.83,sandy,38.8,6.3,2.17,-24.58,0.673,0.535,0.386,Medium
31.04734,75.902384,175.68,350.44,2.18,clay,10.61,7.87,1.51,-22.84,0.765,0.438,0.356,Medium
31.064289,75.789595,160.04,68.19,11.73,clay,54.57,9.6,0.72,-8.07,0.914,0.795,0.583,Medium
30.949252,75.979786,166.06,277.53,3.7,sandy,59.67,5.37,4.73,-17.38,0.748,0.904,0.489,Medium
30.965062,75.858373,153.77,80.48,6.62,clay,19.43,1.81,4.0,-3.69,0.851,0.932,0.565,Medium
30.984506,75.819866,87.2,33.68,2.95,clay,48.72,3.31,0.64,-8.61,0.1,0.62,0.523,Medium
30.927114,75.780258,184.9,152.84,17.53,loamy,36.45,3.16,2.14,-24.88,0.246,0.222,0.365,Medium
30.97445,75.936044,40.29,366.49,26.34,loamy,35.87,3.05,2.76,-20.61,0.607,0.842,0.294,Low
30.856001,75.815447,78.97,443.17,2.29,sandy,1.86,5.07,0.16,-10.45,0.405,0.59,0.277,Low
31.020638,75.817388,299.62,236.05,23.26,sandy,22.33,7.72,3.67,-17.73,0.465,0.51,0.445,Medium
31.000867,75.865071,254.39,403.27,18.42,sandy,51.41,4.46,0.9,-1.28,0.659,0.968,0.615,Medium
30.993401,75.743518,65.65,243.82,1.89,sandy,4.28,2.07,4.54,-15.97,0.47,0.455,0.207,Low
31.192236,75.729628,211.12,260.69,24.89,clay,26.33,5.44,0.87,-8.66,0.365,0.653,0.511,Medium
31.006665,75.750532,272.17,258.19,10.59,clay,48.69,4.82,3.02,-12.45,0.139,0.166,0.487,Medium
31.057391,75.684607,56.07,181.11,21.52,sandy,23.03,8.11,3.6,-12.96,0.479,0.211,0.156,Low
31.133346,75.608978,12.94,286.74,4.83,loamy,3.92,5.72,0.28,-18.54,0.18,0.958,0.282,Low
31.025442,75.607448,215.86,330.87,8.5,sandy,44.92,9.93,4.34,-20.74,0.83,0.601,0.423,Medium
31.128181,75.672754,197.89,132.26,21.73,sandy,45.35,5.91,1.15,-15.36,0.109,0.202,0.409,Medium
31.001744,75.767918,44.87,48.15,14.28,loamy,3.9,7.84,2.52,-22.06,0.482,0.13,0.141,Low
31.131009,75.958788,232.46,324.62,15.66,sandy,4.34,5.3,1.15,-4.94,0.79,0.381,0.382,Medium
31.096558,75.904616,209.01,48.86,4.02,loamy,23.25,8.59,1.42,-3.08,0.409,0.189,0.422,Medium
31.115769,75.831195,35.35,3.6,19.64,loamy,31.59,3.62,0.77,-8.71,0.254,0.855,0.39,Medium
30.946258,75.710224,204.18,377.49,12.4,clay,48.25,3.7,2.77,-18.66,0.307,0.344,0.448,Medium
31.094313,75.942,197.78,373.91,13.4,loamy,16.18,2.14,2.0,-16.54,0.551,0.697,0.417,Medium
30.864295,75.985828,1.59,45.54,4.36,clay,43.54,0.64,1.11,-23.0,0.038,0.384,0.358,Medium
31.045586,75.808402,213.48,298.74,28.37,clay,64.03,4.39,1.01,-8.58,0.804,0.286,0.474,Medium
31.039806,75.806325,69.5,84.74,1.08,sandy,0.03,1.57,4.98,-5.51,0.353,0.395,0.265,Low
31.007097,75.89477,20.59,45.08,8.53,clay,91.5,3.48,4.82,-18.09,0.606,0.195,0.385,Medium
31.029963,75.704443,122.14,53.23,2.17,sandy,94.7,8.03,4.78,-3.1,0.813,0.575,0.526,Medium
31.186422,75.825267,230.99,378.74,28.84,loamy,46.07,5.87,0.14,-22.09,0.068,0.634,0.471,Medium
31.070765,75.691972,94.72,477.72,15.5,sandy,83.22,2.48,0.47,-8.16,0.821,0.076,0.339,Medium
30.990622,75.741415,268.29,134.54,28.41,loamy,90.99,4.99,1.0,-6.61,0.873,0.207,0.657,Medium
30.899878,75.847439,46.8,53.34,27.61,loamy,66.34,6.14,3.82,-11.46,0.042,0.482,0.332,Medium
30.996936,75.994145,269.1,434.38,14.72,clay,91.6,2.8,1.11,-10.58,0.054,0.799,0.804,High
31.016307,75.80099,118.12,343.17,5.24,clay,69.82,4.6,3.45,-24.7,0.211,0.581,0.433,Medium
31.045111,75.70388,164.57,118.57,14.14,loamy,36.59,4.99,1.05,-7.48,0.372,0.854,0.502,Medium
30.871956,75.652456,172.77,114.28,3.0,sandy,23.58,4.32,1.9,-21.35,0.959,0.15,0.351,Medium
30.870643,75.799839,298.67,424.69,15.51,clay,78.53,3.0,2.81,-10.8,0.398,0.691,0.751,High
31.125527,75.790616,188.96,224.93,10.04,sandy,56.04,9.32,1.29,-24.5,0.121,0.867,0.523,Medium
30.879583,75.830358,194.74,87.27,23.41,sandy,67.32,4.87,3.68,-2.76,0.381,0.287,0.469,Medium
30.857939,75.66703,242.32,168.69,18.94,loamy,84.89,0.71,0.81,-19.29,0.317,0.291,0.645,Medium
31.057858,75.708499,133.47,431.4,10.89,loamy,96.55,4.14,0.92,-24.42,0.728,0.662,0.493,Medium
31.080279,75.632026,50.07,51.5,1.91,clay,54.84,0.26,1.99,-5.88,0.083,0.262,0.402,Medium
31.061933,75.954189,92.81,123.7,8.53,loamy,13.13,8.39,0.14,-8.41,0.86,0.325,0.284,Low
31.189993,75.816234,81.72,222.42,29.09,loamy,17.7,5.98,3.16,-9.1,0.564,0.523,0.255,Low
30.923865,75.738867,161.9,402.35,13.26,sandy,25.98,3.04,0.0,-4.62,0.848,0.344,0.354,Medium
30.803327,75.968835,284.09,238.53,0.27,loamy,29.29,2.31,0.04,-15.66,0.412,0.561,0.559,Medium
30.865308,75.894847,116.92,189.18,7.89,loamy,23.96,7.65,4.55,-4.81,0.685,0.285,0.287,Low
31.123523,75.765162,256.04,91.2,8.69,loamy,61.77,2.72,3.11,-20.31,0.019,0.05,0.473,Medium
30.874375,75.640909,80.76,357.6,21.81,sandy,15.07,4.94,1.71,-17.21,0.799,0.998,0.325,Low
31.11657,75.732099,253.06,475.82,1.68,clay,7.14,4.7,0.96,-3.96,0.817,0.828,0.529,Medium
31.107258,75.699585,231.37,221.48,22.13,sandy,46.08,7.71,2.61,-0.45,0.473,0.681,0.505,Medium
30.929225,75.851666,12.66,468.71,15.63,sandy,63.85,1.99,4.44,-3.41,0.218,0.113,0.187,Low
30.929805,75.666944,82.83,59.82,23.67,sandy,4.2,7.83,2.38,-10.09,0.371,0.089,0.161,Low
30.836561,75.847458,279.25,498.49,18.75,sandy,64.46,7.01,3.96,-21.85,0.233,0.982,0.567,Medium
31.102679,75.92221,131.62,96.48,20.68,sandy,13.47,8.99,2.43,-14.06,0.295,0.697,0.334,Medium
30.874651,75.739066,219.72,137.66,24.94,clay,55.45,0.69,0.78,-17.61,0.263,0.367,0.518,Medium
31.05521,75.751617,55.66,9.36,25.7,clay,23.88,7.21,3.29,-11.53,0.387,0.524,0.321,Low
31.020587,75.845216,96.78,320.45,3.31,loamy,6.67,8.35,0.65,-3.16,0.202,0.485,0.267,Low
31.028405,75.93452,197.38,262.91,21.04,sandy,36.64,6.06,0.35,-1.74,0.209,0.491,0.46,Medium
30.831983,75.920408,18.21,279.01,28.15,loamy,36.91,7.08,4.12,-18.35,0.041,0.07,0.082,Low
31.177841,75.984235,29.14,362.59,15.95,sandy,52.62,2.49,3.13,-20.53,0.749,0.415,0.218,Low
31.05545,75.743185,137.62,332.62,26.48,sandy,18.04,4.02,1.69,-21.05,0.998,0.443,0.267,Low
30.926062,75.996585,97.4,185.86,22.93,loamy,72.59,6.08,2.82,-19.65,0.766,0.926,0.445,Medium
31.184661,75.779,119.13,363.16,29.49,loamy,51.76,9.93,1.51,-17.49,0.222,0.856,0.353,Medium
31.128776,75.875888,82.79,276.83,16.69,clay,15.47,0.38,1.78,-21.54,0.367,0.582,0.323,Low
31.12443,75.636762,119.94,458.94,22.03,clay,79.29,1.73,4.13,-7.76,0.576,0.908,0.52,Medium
30.920157,75.892316,172.89,39.24,1.68,clay,34.79,8.17,2.08,-3.3,0.87,0.227,0.465,Medium
31.040921,75.604574,233.23,191.24,9.14,sandy,53.99,1.5,2.51,-19.48,0.051,0.732,0.558,Medium
30.978246,75.838053,151.42,111.04,8.69,sandy,13.22,0.83,2.86,-23.77,0.399,0.085,0.278,Low
31.10953,75.65215,40.46,279.65,14.64,loamy,19.61,6.16,3.68,-18.84,0.072,0.777,0.242,Low
31.169655,75.635838,201.52,211.77,10.45,sandy,59.39,0.24,1.52,-0.31,0.616,0.99,0.639,Medium
30.858327,75.617951,245.45,99.84,11.21,clay,85.28,1.12,0.27,-1.28,0.927,0.869,0.903,High
30.805493,75.877518,33.38,225.03,0.68,sandy,53.8,2.04,2.62,-18.53,0.483,0.73,0.353,Medium
31.079502,75.607355,174.9,331.76,1.3,sandy,28.4,7.89,3.09,-23.67,0.655,0.008,0.243,Low
30.908524,75.940833,198.03,432.14,0.57,clay,64.94,2.31,1.9,-0.58,0.1,0.315,0.536,Medium
31.012624,75.674567,150.2,228.99,27.79,sandy,24.74,5.29,1.67,-15.17,0.157,0.347,0.298,Low
31.050092,75.694482,293.47,250.63,24.36,loamy,87.87,8.9,4.07,-24.26,0.555,0.28,0.587,Medium
31.15887,75.862773,26.34,191.1,28.82,loamy,62.55,2.27,1.2,-21.18,0.971,0.91,0.375,Medium
31.016894,75.682703,41.57,270.68,24.0,clay,30.9,7.05,2.62,-21.62,0.996,0.976,0.336,Medium
31.173212,75.966845,95.25,278.67,28.46,sandy,31.76,8.8,3.64,-5.86,0.88,0.414,0.243,Low
30.977202,75.973507,268.24,466.63,8.21,clay,10.68,1.85,3.81,-9.7,0.267,0.567,0.468,Medium
30.892873,75.874951,107.78,344.07,14.3,loamy,60.47,7.12,1.87,-3.7,0.491,0.138,0.29,Low
30.812892,75.905816,4.5,134.93,12.39,clay,98.82,7.58,0.33,-1.82,0.986,0.867,0.533,Medium
30.929958,75.783018,74.04,202.43,1.25,clay,38.04,3.13,3.06,-6.44,0.594,0.525,0.418,Medium
31.114768,75.80826,135.48,413.51,1.27,clay,51.87,3.96,3.68,-11.06,0.516,0.631,0.434,Medium
30.916472,75.759216,91.37,413.81,13.84,loamy,61.31,0.55,2.58,-21.44,0.83,0.452,0.336,Medium
30.845269,75.911492,281.35,348.06,4.06,loamy,45.09,1.79,2.95,-7.18,0.202,0.455,0.523,Medium
31.076687,75.962865,238.95,359.19,3.71,sandy,44.94,3.63,2.62,-15.4,0.791,0.512,0.496,Medium
30.951471,75.752243,230.48,456.13,16.96,loamy,15.01,8.69,0.89,-7.2,0.42,0.31,0.347,Medium
30.978503,75.850581,35.27,65.79,6.09,loamy,25.31,4.59,4.28,-11.41,0.006,0.883,0.34,Medium
31.035545,75.790285,123.05,39.7,18.0,sandy,54.73,6.2,2.79,-4.37,0.049,0.148,0.363,Medium
30.814688,75.941532,200.1,419.01,8.95,clay,4.9,4.17,0.89,-8.2,0.611,0.692,0.457,Medium
31.114923,75.670968,136.6,289.48,27.94,sandy,29.93,3.69,1.89,-23.31,0.427,0.55,0.31,Low
30.853818,75.877848,82.33,263.53,15.74,loamy,61.21,1.09,3.65,-9.28,0.987,0.484,0.37,Medium
31.173557,75.994511,86.16,304.42,9.49,loamy,99.5,3.54,0.65,-10.93,0.52,0.632,0.488,Medium
30.871963,75.843762,212.58,489.63,0.05,sandy,62.55,1.18,4.24,-5.01,0.999,0.414,0.458,Medium
31.024166,75.855001,3.39,100.59,8.45,clay,30.78,5.07,1.62,-24.85,0.686,0.341,0.267,Low
31.046397,75.611647,52.69,165.26,10.14,loamy,91.62,7.97,3.23,-12.96,0.627,0.892,0.468,Medium
30.934044,75.913596,124.19,371.29,25.05,sandy,72.5,3.16,2.68,-19.79,0.685,0.8,0.447,Medium
30.941438,75.987845,84.14,15.59,29.51,loamy,84.24,5.71,1.95,-10.12,0.865,0.752,0.491,Medium
30.9258,75.612651,124.16,248.53,7.13,loamy,95.07,2.16,1.51,-22.19,0.785,0.778,0.555,Medium
30.97751,75.609974,144.8,250.03,5.71,clay,73.24,5.24,3.88,-21.42,0.872,0.822,0.556,Medium
31.070687,75.653087,217.37,229.68,21.41,loamy,0.41,9.32,3.44,-10.14,0.087,0.467,0.311,Low
31.008231,75.863594,93.74,288.78,9.36,clay,32.09,1.93,1.38,-17.02,0.441,0.118,0.287,Low
30.909455,75.606103,186.88,257.03,6.2,sandy,31.85,1.42,3.52,-17.92,0.245,0.071,0.329,Low
30.935496,75.777459,39.02,235.37,20.26,sandy,5.38,4.26,0.89,-10.1,0.593,0.836,0.294,Low
31.046526,75.724976,245.23,356.45,20.13,loamy,97.37,7.56,2.33,-21.71,0.813,0.92,0.713,High
30.982234,75.873791,213.06,232.7,6.95,sandy,86.11,6.17,4.56,-15.2,0.7,0.665,0.665,High
31.152962,75.781313,9.08,237.67,10.54,loamy,17.08,7.68,3.02,-21.82,0.103,0.818,0.241,Low
30.930348,75.859781,237.73,266.37,12.02,loamy,62.09,5.48,4.87,-15.4,0.341,0.814,0.548,Medium
31.113726,75.774141,236.2,272.26,7.08,loamy,7.79,9.31,2.87,-12.83,0.592,0.463,0.379,Medium
31.128809,75.67047,286.77,34.8,3.26,clay,77.13,3.79,2.47,-8.5,0.091,0.817,0.897,High
31.161302,75.854453,0.06,73.36,4.48,loamy,39.0,5.78,0.98,-7.96,0.317,0.57,0.332,Medium
30.92182,75.977333,130.42,491.29,10.33,sandy,0.81,9.86,2.02,-21.81,0.294,0.369,0.179,Low
30.821251,75.881342,246.23,179.62,25.84,clay,23.52,7.02,1.97,-17.05,0.383,0.382,0.454,Medium
31.064995,75.789949,56.47,192.3,27.73,clay,15.43,9.97,3.35,-21.64,0.072,0.016,0.138,Low
30.994681,75.774694,297.07,42.33,19.27,loamy,45.6,7.89,3.02,-14.36,0.18,0.509,0.553,Medium
30.980018,75.742123,55.74,302.29,17.34,clay,23.67,5.02,2.05,-11.35,0.367,0.978,0.394,Medium
31.081953,75.645266,144.46,345.25,4.26,clay,98.36,9.84,3.89,-13.38,0.078,0.89,0.562,Medium
30.988981,75.896674,288.12,39.04,19.01,clay,31.25,0.53,1.72,-5.54,0.469,0.513,0.632,Medium
31.093526,75.768406,288.17,399.11,8.68,sandy,92.29,7.49,3.63,-10.91,0.061,0.473,0.664,High
30.820648,75.996146,242.67,312.16,8.6,sandy,50.56,8.51,1.39,-21.69,0.281,0.858,0.519,Medium
30.84462,75.669846,177.53,75.57,13.4,clay,26.13,7.01,2.42,-5.02,0.862,0.343,0.425,Medium
30.858028,75.973577,46.25,247.97,29.81,clay,23.79,4.4,3.19,-19.73,0.734,0.345,0.226,Low
31.102194,75.646398,50.28,199.37,9.04,clay,75.24,5.33,1.9,-7.36,0.475,0.145,0.379,Medium
30.804745,75.970889,134.65,339.25,28.85,loamy,4.1,9.18,3.19,-1.1,0.432,0.918,0.345,Medium
30.933987,75.706835,29.48,327.17,11.73,clay,74.91,7.34,2.94,-20.13,0.337,0.69,0.363,Medium
31.019045,75.869121,249.51,5.98,2.93,sandy,44.59,2.19,1.42,-20.17,0.024,0.092,0.503,Medium
31.062642,75.934184,285.15,319.04,21.24,sandy,85.64,1.3,3.28,-2.5,0.566,0.967,0.822,High
31.078261,75.701334,140.09,468.09,19.16,clay,27.64,4.27,4.52,-5.75,0.323,0.162,0.257,Low
31.110842,75.75312,99.8,30.03,28.67,sandy,44.06,4.92,4.64,-9.74,0.178,0.492,0.328,Low
31.107483,75.687355,193.0,456.3,21.46,sandy,7.29,5.71,1.25,-13.85,0.897,0.149,0.247,Low
31.173157,75.865842,79.93,350.03,27.14,loamy,51.54,9.4,2.45,-14.1,0.844,0.781,0.336,Medium
31.016051,75.601323,286.25,408.99,14.46,loamy,93.5,3.59,3.41,-14.98,0.632,0.959,0.761,High
31.013851,75.98437,24.14,229.82,23.0,loamy,17.66,0.39,1.92,-20.22,0.696,0.896,0.298,Low
30.943704,75.633945,189.84,367.66,4.2,sandy,71.97,5.93,2.45,-23.43,0.541,0.308,0.415,Medium
31.1337,75.779723,298.75,18.52,1.68,clay,4.28,1.18,4.04,-8.32,0.458,0.678,0.638,Medium
30.859581,75.831738,277.44,18.44,4.25,loamy,47.12,9.18,0.23,-7.47,0.131,0.172,0.514,Medium
30.922935,75.917479,136.86,85.34,17.73,clay,10.63,4.97,4.0,-19.49,0.804,0.426,0.355,Medium
31.192877,75.871359,97.27,487.93,17.28,sandy,83.64,7.93,3.82,-10.17,0.336,0.121,0.25,Low
30.966062,75.878518,166.02,219.33,27.77,sandy,10.0,8.47,3.06,-5.56,0.016,0.487,0.289,Low
30.871765,75.635656,195.53,443.46,12.49,clay,77.26,6.92,1.03,-9.0,0.523,0.412,0.528,Medium
31.044215,75.615048,54.0,249.94,28.51,loamy,78.26,3.48,0.02,-19.11,0.118,0.53,0.347,Medium
30.944761,75.904451,161.92,109.64,23.11,loamy,27.64,1.94,3.98,-7.87,0.969,0.474,0.373,Medium
31.068057,75.617246,193.46,142.53,13.04,sandy,80.52,7.58,0.22,-6.49,0.925,0.176,0.498,Medium
30.994025,75.646426,268.52,360.7,17.78,sandy,19.88,6.77,1.63,-5.53,0.326,0.098,0.374,Medium
31.147955,75.750213,66.2,235.5,14.53,clay,14.49,9.28,2.27,-15.32,0.136,0.72,0.323,Low
31.190222,75.680884,38.16,346.11,1.79,sandy,85.17,4.59,0.86,-16.41,0.886,0.604,0.404,Medium
31.0552,75.844611,50.98,485.07,25.65,sandy,85.7,4.89,4.98,-10.21,0.837,0.279,0.253,Low
31.094472,75.698662,98.19,289.73,26.75,loamy,14.9,5.74,0.03,-0.5,0.04,0.471,0.3,Low
30.813448,75.812449,143.78,399.01,24.64,loamy,24.05,5.58,0.06,-6.71,0.95,0.133,0.248,Low
31.059056,75.636292,143.93,152.42,21.1,clay,74.73,0.24,2.27,-5.7,0.874,0.405,0.535,Medium
30.948168,75.785718,190.02,430.19,2.12,clay,33.29,0.33,2.13,-18.26,0.946,0.542,0.478,Medium
31.115077,75.632384,264.25,367.88,1.64,clay,67.47,8.88,0.55,-15.86,0.619,0.366,0.551,Medium
31.023516,75.626802,212.8,102.36,29.44,sandy,11.36,4.78,4.7,-10.5,0.959,0.21,0.326,Low
30.890175,75.741085,80.21,340.11,8.31,sandy,34.52,4.86,2.63,-21.93,0.71,0.678,0.31,Low
30.916906,75.848381,239.97,472.68,24.26,clay,6.56,8.92,2.29,-23.0,0.898,0.288,0.33,Low
30.843746,75.710377,209.12,248.16,26.25,loamy,62.73,2.93,4.85,-11.46,0.132,0.347,0.422,Medium
31.057874,75.716607,18.88,435.9,6.97,clay,64.47,4.12,1.71,-8.85,0.326,0.593,0.37,Medium
31.136763,75.778103,91.22,65.98,23.68,sandy,26.0,4.84,4.85,-5.76,0.047,0.353,0.275,Low
30.866545,75.969653,213.54,142.62,29.2,clay,69.29,6.66,0.77,-19.05,0.041,0.317,0.494,Medium
30.904163,75.673799,168.75,17.34,9.51,sandy,37.29,5.4,0.81,-17.46,0.92,0.405,0.435,Medium
30.858154,75.783216,96.07,2.15,22.15,clay,33.13,7.05,2.37,-17.75,0.944,0.981,0.48,Medium
30.858833,75.826093,272.06,221.05,20.67,clay,90.02,1.39,2.75,-17.3,0.402,0.841,0.82,High
30.836992,75.622013,192.39,291.72,6.66,clay,27.79,0.23,2.69,-13.86,0.672,0.087,0.391,Medium
30.87778,75.727103,181.52,471.7,27.25,sandy,14.79,8.54,1.85,-15.68,0.285,0.351,0.268,Low
31.149721,75.635039,218.36,222.11,29.78,clay,28.86,8.06,4.85,-14.4,0.896,0.14,0.346,Medium
30.834431,75.683114,142.38,433.76,29.6,sandy,96.01,7.56,0.44,-14.76,0.914,0.415,0.412,Medium
31.084099,75.902097,41.08,93.0,11.45,loamy,4.22,8.26,4.17,-17.4,0.559,0.463,0.168,Low
30.800979,75.705071,286.81,417.12,14.18,loamy,89.27,4.17,2.46,-7.8,0.245,0.119,0.612,Medium
31.197733,75.62669,223.67,290.53,16.97,clay,62.8,4.76,3.47,-22.01,0.513,0.575,0.539,Medium
30.865139,75.623404,95.9,439.16,4.06,sandy,27.27,4.2,4.56,-16.1,0.29,0.53,0.28,Low
31.005547,75.906577,54.97,47.25,22.58,loamy,87.24,8.27,3.42,-17.47,0.685,0.688,0.393,Medium
31.032019,75.929326,3.87,259.09,11.19,loamy,34.03,9.11,0.51,-21.14,0.221,0.188,0.162,Low
31.045371,75.932566,157.7,266.05,16.53,clay,11.4,4.6,0.38,-4.53,0.923,0.48,0.402,Medium
30.945027,75.926815,266.92,298.82,22.91,sandy,70.99,0.29,4.07,-19.44,0.857,0.142,0.547,Medium
30.850138,75.652087,23.58,345.41,23.52,sandy,77.47,7.57,0.21,-22.3,0.793,0.513,0.271,Low
30.847569,75.701205,19.87,333.79,22.64,clay,92.01,2.05,4.51,-20.38,0.352,0.091,0.285,Low
31.176738,75.979517,104.35,80.28,15.02,clay,24.18,5.7,0.5,-10.55,0.014,0.217,0.338,Medium
30.912743,75.960664,161.14,486.79,2.96,sandy,50.42,7.08,1.83,-10.27,0.44,0.958,0.464,Medium
30.941929,75.751846,64.28,113.78,3.39,clay,12.36,1.1,0.68,-5.94,0.705,0.557,0.379,Medium
30.931246,75.646289,85.08,300.19,9.36,clay,44.4,5.54,1.45,-3.62,0.189,0.07,0.326,Low
30.990271,75.871652,53.79,499.36,14.75,sandy,43.81,6.59,0.43,-21.42,0.401,0.591,0.239,Low
31.170116,75.991141,19.41,487.6,10.16,loamy,99.07,1.23,4.19,-6.87,0.279,0.713,0.387,Medium
